iter	Logloss
252	0.4847402621
253	0.4846533656
254	0.4845735358
255	0.4844999739
256	0.4844475789
257	0.4843314738
258	0.4842629009
259	0.4842115233
260	0.4841428237
261	0.4840798142
262	0.4840139979
263	0.4839302438
264	0.483890949
265	0.4838142507
266	0.4837194052
267	0.4836456505
268	0.4836133615
269	0.4835758378
270	0.4835258617
271	0.4834733416
272	0.4834357875
273	0.4833952143
274	0.4833494872
275	0.4832858882
276	0.4831918788
277	0.4831303022
278	0.4830320427
279	0.4829769251
280	0.4829255658
281	0.4828677419
282	0.4828192376
283	0.4827363645
284	0.4826062442
285	0.4824783182
286	0.4824270665
287	0.4823569451
288	0.4822717258
289	0.4822128235
290	0.4821717567
291	0.482114632
292	0.4820599676
293	0.4819918771
294	0.4818886337
295	0.4818113446
296	0.4817469127
297	0.4816581128
298	0.4815808005
299	0.4815293907
300	0.4814912668
301	0.4813889983
302	0.4813538859
303	0.4812520358
304	0.4811981315
305	0.4811367533
306	0.4810993445
307	0.4810306611
308	0.4809426597
309	0.4808707854
310	0.4807985227
311	0.4807081653
312	0.4806332207
313	0.4805575505
314	0.4805044075
315	0.4804235607
316	0.4803644535
317	0.4803076252
318	0.4802265392
319	0.480171905
320	0.4801440891
321	0.4800842325
322	0.4800035115
323	0.4799487855
324	0.4799107388
325	0.4798563457
326	0.4798035365
327	0.4797615814
328	0.4797210408
329	0.4796750044
330	0.4795911488
331	0.4795064928
332	0.4794571483
333	0.4794036302
334	0.4793356073
335	0.4792821714
336	0.4792295055
337	0.4791820513
338	0.4791325297
339	0.4790623012
340	0.4789952225
341	0.4789389933
342	0.4789310495
343	0.4788580249
344	0.4788129669
345	0.4787591416
346	0.4787034737
347	0.478644461
348	0.4786048121
349	0.4785384244
350	0.4784984891
351	0.4784508367
352	0.478363113
353	0.4783030015
354	0.4782219282
355	0.4781704064
356	0.478118901
357	0.4780731277
358	0.4780326009
359	0.4779739914
360	0.477925675
361	0.4778756815
362	0.4778328088
363	0.4777848745
364	0.4777311978
365	0.4776440084
366	0.4775613833
367	0.4775191519
368	0.4774422767
369	0.4773816411
370	0.4773436026
371	0.4772889699
372	0.4772091836
373	0.4771601023
374	0.4771055663
375	0.4770414641
376	0.4769671594
377	0.4769239928
378	0.4768975424
379	0.4768335651
380	0.4767989275
381	0.4767380398
382	0.4766971701
383	0.4766422226
384	0.4765351225
385	0.4765168254
386	0.4764511954
387	0.4764169814
388	0.4763546542
389	0.4762939916
390	0.4762149843
391	0.4761576429
392	0.4760951159
393	0.4760317789
394	0.4759553681
395	0.4759291502
396	0.4758505353
397	0.4757719077
398	0.4757499342
399	0.4757085548
400	0.4756759043
401	0.4756262063
402	0.475552781
403	0.4754972612
404	0.4754304642
405	0.4753938301
406	0.4753517452
407	0.4753026451
408	0.4752289645
409	0.4751798051
410	0.4751161733
411	0.475056439
412	0.4750017205
413	0.4749487269
414	0.4749257483
415	0.4748830135
416	0.4748292586
417	0.4747802042
418	0.4747271391
419	0.4746515854
420	0.4746191161
421	0.4745731548
422	0.4745404762
423	0.4745019418
424	0.4744637788
425	0.4743818936
426	0.4743476826
427	0.474296751
428	0.4742393587
429	0.4741665105
430	0.4740841729
431	0.4740076205
432	0.4739644902
433	0.4739199311
434	0.4738684821
435	0.4738076169
436	0.4737397616
437	0.4736975057
438	0.4736658197
439	0.4736230933
440	0.4735624831
441	0.4734977037
442	0.4734538411
443	0.4733827796
444	0.4733412087
445	0.4732793186
446	0.4732371388
447	0.4732033086
448	0.4731267545
449	0.4730585324
450	0.4729970955
451	0.472929787
452	0.4728877155
453	0.4728327622
454	0.4727634042
455	0.4726965464
456	0.4726208463
457	0.4725871098
458	0.4725352821
459	0.4725055674
460	0.4724592873
461	0.4723988106
462	0.4722929932
463	0.4722420752
464	0.4721968128
465	0.472141486
466	0.4721083813
467	0.4720370698
468	0.4719620789
469	0.4719179799
470	0.4718789314
471	0.4718503337
472	0.4718035625
473	0.4717645886
474	0.4717176943
475	0.4716386415
476	0.4715962281
477	0.4715731578
478	0.471490486
479	0.471431412
480	0.4713832339
481	0.4713299125
482	0.4712530278
483	0.471200757
484	0.4711390134
485	0.4710803179
486	0.4710412756
487	0.4709714453
488	0.4709162302
489	0.470866175
490	0.4708048956
491	0.4707505226
492	0.4706832375
493	0.470642322
494	0.4705808703
495	0.4705286173
496	0.4704764141
497	0.470445925
498	0.4704078994
499	0.4703759302
500	0.4703576699
501	0.4703068838
502	0.4702455799
503	0.4701784028
504	0.4701211868
505	0.4700715578
506	0.4700038313
507	0.4699636955
508	0.4699255897
509	0.4698690728
510	0.4698185494
511	0.4697572407
512	0.4697003593
513	0.4696483845
514	0.4696186265
515	0.4695334345
516	0.4694854621
517	0.4694152213
518	0.4693786694
519	0.46932602
520	0.4692690642
521	0.4692250047
522	0.4691833926
523	0.4691533344
524	0.469112982
525	0.4690754182
526	0.4690106832
527	0.4689544625
528	0.4689168908
529	0.4688861286
530	0.4688445304
531	0.4687820659
532	0.4687488512
533	0.46869732
534	0.4686527745
535	0.4686055691
536	0.4685531365
537	0.4685061918
538	0.4684519638
539	0.4683919568
540	0.4683675008
541	0.4683253325
542	0.4682974822
543	0.4682529051
544	0.4682078227
545	0.4681796757
546	0.468130868
547	0.4680992486
548	0.4680256261
549	0.4679551008
550	0.4679086137
551	0.4678534507
552	0.4678244324
553	0.467797494
554	0.4677486276
555	0.4676896017
556	0.4676114491
557	0.4675702125
558	0.4675466458
559	0.4674854605
560	0.4674498511
561	0.4674065505
562	0.4673280913
563	0.4672611721
564	0.467209383
565	0.4671853556
566	0.4671686012
567	0.4671307322
568	0.4670790759
569	0.4670358067
570	0.4669776095
571	0.4669395408
572	0.4668950437
573	0.4668383188
574	0.4667526814
575	0.4666987307
576	0.4666811711
577	0.4666239797
578	0.466577893
579	0.4665185565
580	0.4664559548
581	0.4664139863
582	0.4663557031
583	0.4662892842
584	0.4662616796
585	0.4662183346
586	0.4661545754
587	0.466121245
588	0.4660962923
589	0.4660491415
590	0.466015381
591	0.4659521027
592	0.4658958303
593	0.4658259909
594	0.465770242
595	0.4657261252
596	0.4656513591
597	0.4656069609
598	0.4655535053
599	0.4654974545
600	0.4654463816
601	0.4653875935
602	0.4653626958
603	0.4653034793
604	0.4652404967
605	0.4652217837
606	0.465173103
607	0.4651198727
608	0.4650818253
609	0.465036531
610	0.4650034665
611	0.4649346415
612	0.4648937067
613	0.4648562631
614	0.4647888028
615	0.4647341693
616	0.4646883085
617	0.46464013
618	0.4645596729
619	0.4644903561
620	0.464438851
621	0.4644060463
622	0.4643511484
623	0.4643309167
624	0.4642933317
625	0.4642225135
626	0.4641557057
627	0.4641097673
628	0.4640323108
629	0.4640004612
630	0.4639522299
631	0.4639033882
632	0.4638739233
633	0.4638368314
634	0.4638000064
635	0.4637587048
636	0.4637178075
637	0.4636777858
638	0.4636046863
639	0.4635428042
640	0.4635074061
641	0.4634299301
642	0.4633810547
643	0.4633398214
644	0.463291459
645	0.463251578
646	0.4632078479
647	0.463169242
648	0.4631161012
649	0.4630616124
650	0.4630066189
651	0.4629624748
652	0.4629413864
653	0.462914022
654	0.4628600832
655	0.4628380997
656	0.4627742506
657	0.4627143301
658	0.46267526
659	0.462623104
660	0.4625790597
661	0.4625265513
662	0.4624768285
663	0.4624448949
664	0.462384813
665	0.4623426002
666	0.4622687455
667	0.4622364808
668	0.462191726
669	0.4621309307
670	0.4620857452
671	0.4620334258
672	0.4620034572
673	0.461972073
674	0.4619280668
675	0.4618948233
676	0.4618658508
677	0.4618011834
678	0.4617657776
679	0.461742588
680	0.4617305218
681	0.4616822352
682	0.4616189429
683	0.461572563
684	0.46153352
685	0.4614413254
686	0.46140268
687	0.4613327526
688	0.4612859398
689	0.4612252536
690	0.4611979841
691	0.4611739476
692	0.4611318502
693	0.4610770768
694	0.4610330142
695	0.4610015311
696	0.4609680875
697	0.4609483617
698	0.4609113295
699	0.460880461
700	0.460838523
701	0.4607837152
702	0.4607541728
703	0.4607122294
704	0.4606794735
705	0.4606372607
706	0.460594831
707	0.4605317995
708	0.4604979298
709	0.4604600356
710	0.4604081985
711	0.4603576024
712	0.4603101649
713	0.4602549701
714	0.4602127399
715	0.4601617192
716	0.4601142685
717	0.4600649057
718	0.4600477497
719	0.4599992839
720	0.4599431274
721	0.4598860849
722	0.4598238636
723	0.4597669037
724	0.4597249023
725	0.4596715169
726	0.4596295368
727	0.4595924622
728	0.4595532864
729	0.4594971395
730	0.4594583494
731	0.4594370583
732	0.4593970312
733	0.4593482941
734	0.4593131282
735	0.4592820031
736	0.4592243169
737	0.4591643367
738	0.4591331691
739	0.4590864234
740	0.4590350454
741	0.458976886
742	0.4589346685
743	0.4588938076
744	0.4588568753
745	0.4587851536
746	0.4587134745
747	0.458661381
748	0.458598731
749	0.4585304558
750	0.4584740363
751	0.4584112741
752	0.458365258
753	0.4583444778
754	0.4583002689
755	0.4582726942
756	0.4582334815
757	0.4581644538
758	0.4581289346
759	0.4581073546
760	0.4580769567
761	0.4580345242
762	0.4580000692
763	0.4579484895
764	0.4578931776
765	0.4578348125
766	0.4577692882
767	0.4577263852
768	0.4576702012
769	0.4576509889
770	0.4576373657
771	0.4575770788
772	0.4575441508
773	0.4574796217
774	0.4574358644
775	0.4573770306
776	0.4573504791
777	0.4573227992
778	0.4572850761
779	0.457235947
780	0.4571846256
781	0.4571526812
782	0.4570964289
783	0.4570571331
784	0.4570427776
785	0.4570045442
786	0.4569811941
787	0.4569605601
788	0.4569124908
789	0.4568532496
790	0.4568050678
791	0.4567478917
792	0.4567084458
793	0.4566754291
794	0.4566137315
795	0.4565636066
796	0.4565371951
797	0.4565090804
798	0.4564578595
799	0.4563888948
800	0.4563217037
801	0.456278052
802	0.4562266319
803	0.4561924007
804	0.4561606007
805	0.4560980334
806	0.4560425621
807	0.4560030944
808	0.4559489593
809	0.455885177
810	0.455850018
811	0.4558287339
812	0.455779248
813	0.4557331875
814	0.455687315
815	0.4556398143
816	0.4555936505
817	0.4555389728
818	0.4554916202
819	0.4554510259
820	0.4553736627
821	0.4553307422
822	0.4552923389
823	0.4552401545
824	0.4552013393
825	0.4551606462
826	0.4551441571
827	0.455109775
828	0.4550687069
829	0.455020937
830	0.4549798847
831	0.4549285377
832	0.4548988057
833	0.454878519
834	0.4548197468
835	0.4547756051
836	0.4547608293
837	0.4547013089
838	0.4546609612
839	0.4546267426
840	0.4545763327
841	0.4545315867
842	0.4545023411
843	0.4544616687
844	0.4544181817
845	0.4543775917
846	0.4543357854
847	0.4542694181
848	0.4542088065
849	0.4541632772
850	0.4541316811
851	0.454082705
852	0.4540635419
853	0.4540120465
854	0.4539804607
855	0.453951732
856	0.4539189705
857	0.4538642704
858	0.4538238888
859	0.4537900667
860	0.4537600386
861	0.4537051237
862	0.4536600563
863	0.4536214402
864	0.453592611
865	0.4535379574
866	0.4534983002
867	0.4534752282
868	0.4534304159
869	0.4533748878
870	0.4533667246
871	0.4533451558
872	0.4533101357
873	0.4532624476
874	0.4531955724
875	0.4531412107
876	0.4530928531
877	0.453035377
878	0.453011483
879	0.4529561978
880	0.4529250642
881	0.4528864321
882	0.4528326782
883	0.4527797686
884	0.4527435196
885	0.4526905634
886	0.4526303995
887	0.4525945064
888	0.4525768379
889	0.4525271226
890	0.4524848942
891	0.4524407442
892	0.4524180102
893	0.4523823037
894	0.4523428726
895	0.4522834134
896	0.4522535896
897	0.4522291933
898	0.4521940587
899	0.4521362322
900	0.4520866091
901	0.4520453112
902	0.4520247645
903	0.4519449358
904	0.4519074792
905	0.4518475312
906	0.4518286185
907	0.4517965554
908	0.4517403205
909	0.4516801849
910	0.45165031
911	0.4516295222
912	0.4515955941
913	0.451543881
914	0.4515060739
915	0.4514459565
916	0.4514272548
917	0.4513937489
918	0.4513478396
919	0.4512911654
920	0.4512480931
921	0.4512140995
922	0.451169735
923	0.4511395456
924	0.4511167767
925	0.4510902083
926	0.4510476024
927	0.4509939607
928	0.4509479785
929	0.4509142303
930	0.4508678199
931	0.4508361935
932	0.450799278
933	0.4507655105
934	0.4507451562
935	0.4507079091
936	0.4506640265
937	0.4505767447
938	0.4505388902
939	0.4505097078
940	0.4504533995
941	0.4504018095
942	0.4503411058
943	0.4503250437
944	0.4502713145
945	0.4502554963
946	0.4502421652
947	0.4501810696
948	0.4501615849
949	0.4501414905
950	0.4501292969
951	0.4500796099
952	0.4500337781
953	0.449982709
954	0.449947324
955	0.4499199955
956	0.4498703173
957	0.4498474889
958	0.4498128907
959	0.4497674504
960	0.4497343765
961	0.4496995857
962	0.4496761423
963	0.4496280903
964	0.4496067842
965	0.4495638559
966	0.4495357024
967	0.4494920007
968	0.4494514128
969	0.4494284902
970	0.4493760031
971	0.4493311603
972	0.4493101532
973	0.4492705882
974	0.4492081807
975	0.4491602944
976	0.4491420525
977	0.449111054
978	0.4490642775
979	0.4489996297
980	0.4489613163
981	0.4489199063
982	0.4488837384
983	0.4488301172
984	0.4488045011
985	0.4487539895
986	0.4487245684
987	0.4487094536
988	0.4486547215
989	0.4486333837
990	0.4486022787
991	0.4485467526
992	0.4485156507
993	0.4484796666
994	0.4484240497
995	0.4483737544
996	0.4482829625
997	0.4482434118
998	0.4482230244
999	0.4481722011
13537
